GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A1W2PP81	TAF11L5	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PP81	TAF11L5	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PPE2	TAF11L4	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PPE2	TAF11L4	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PPH5	TAF11L13	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PPH5	TAF11L13	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PPL8	TAF11L14	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PPL8	TAF11L14	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PPW3	TAF11L12	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PPW3	TAF11L12	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PQ09	TAF11L11	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PQ09	TAF11L11	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PQ27	SSU72L1	part_of	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000463875|PomBase:SPAC3G9.04|SGD:S000005166	9606	GO_Central		C
UniProtKB	A0A1W2PQ64	SSU72L5	part_of	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000463875|PomBase:SPAC3G9.04|SGD:S000005166	9606	GO_Central		C
UniProtKB	A0A1W2PQC6	SSU72L4	part_of	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000463875|PomBase:SPAC3G9.04|SGD:S000005166	9606	GO_Central		C
UniProtKB	A0A1W2PQD8	SSU72L2	part_of	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000463875|PomBase:SPAC3G9.04|SGD:S000005166	9606	GO_Central		C
UniProtKB	A0A1W2PQJ5	SSU72L3	part_of	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000463875|PomBase:SPAC3G9.04|SGD:S000005166	9606	GO_Central		C
UniProtKB	A0A1W2PR64	TAF11L9	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
UniProtKB	A0A1W2PR64	TAF11L9	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011291|PANTHER:PTN000325119|PomBase:SPAC1002.04c|SGD:S000004477|UniProtKB:Q15544	9606	GO_Central		C
UniProtKB	A0A1W2PR75	SSU72L6	part_of	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000463875|PomBase:SPAC3G9.04|SGD:S000005166	9606	GO_Central		C
UniProtKB	A0A1W2PRV1	TAF11L3	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045127	9606	InterPro		C
