GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024QYX0	EBP	located_in	GO:0031965	nuclear membrane	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A024R0I2	A0A024R0I2	acts_upstream_of_or_within	GO:0000711	meiotic DNA repair synthesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		P
UniProtKB	A0A024R0I2	A0A024R0I2	located_in	GO:0000794	condensed nuclear chromosome	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		C
UniProtKB	A0A024R0I2	A0A024R0I2	located_in	GO:0000795	synaptonemal complex	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:Q62209|ensembl:ENSMUSP00000029448|InterPro:IPR008827	9606	UniProt		C
UniProtKB	A0A024R0I2	A0A024R0I2	located_in	GO:0000801	central element	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		C
UniProtKB	A0A024R0I2	A0A024R0I2	located_in	GO:0000802	transverse filament	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62209|ensembl:ENSMUSP00000029448	9606	Ensembl		C
UniProtKB	A0A024R2F9	TMEM43	located_in	GO:0005635	nuclear envelope	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0178	9606	UniProt		C
UniProtKB	A0A024R2F9	TMEM43	located_in	GO:0005637	nuclear inner membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBS1|ensembl:ENSMUSP00000032183	9606	Ensembl		C
UniProtKB	A0A024R2L1	WDR48	acts_upstream_of_or_within	GO:0000724	double-strand break repair via homologous recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BH57|ensembl:ENSMUSP00000042509	9606	Ensembl		P
UniProtKB	A0A024R2L1	WDR48	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A024R2L1	WDR48	involved_in	GO:0006974	DNA damage response	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00026271|UniProtKB:Q8BH57|ensembl:ENSMUSP00000042509|UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A024R4A8	BOK	located_in	GO:0005640	nuclear outer membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0183	9606	UniProt		C
UniProtKB	A0A024R4K9	TMEM120A	located_in	GO:0005637	nuclear inner membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0179	9606	UniProt		C
UniProtKB	A0A024R688	MNAT1	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004575	9606	InterPro		P
UniProtKB	A0A024R6A3	PSEN1	acts_upstream_of_or_within	GO:0006974	DNA damage response	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49769|ensembl:ENSMUSP00000098786	9606	Ensembl		P
UniProtKB	A0A024R6A3	PSEN1	located_in	GO:0031965	nuclear membrane	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00086674	9606	UniProt		C
UniProtKB	A0A024R8G3	A0A024R8G3	located_in	GO:0031965	nuclear membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0182	9606	UniProt		C
UniProtKB	A0A024R9N2	FANCC	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000686	9606	InterPro		P
UniProtKB	A0A024RAZ8	SMUG1	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A024RAZ8	SMUG1	involved_in	GO:0006284	base-excision repair	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00028996|InterPro:IPR039134	9606	UniProt		P
UniProtKB	A0A024RAZ8	SMUG1	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A024RCM1	A0A024RCM1	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A024RCM1	A0A024RCM1	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR045076	9606	InterPro		P
UniProtKB	A0A024RCM1	A0A024RCM1	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A024RCV8	MSH5-SAPCD1	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A024RCV8	MSH5-SAPCD1	involved_in	GO:0006298	mismatch repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000432|InterPro:IPR007696|InterPro:IPR007861|InterPro:IPR011184|InterPro:IPR045076|UniRule:UR000146905	9606	UniProt		P
UniProtKB	A0A024RCV8	MSH5-SAPCD1	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A024RDP2	RNF6	located_in	GO:0031965	nuclear membrane	ECO:0000314	IDA	GO_REF:0000052		9606	HPA		C
UniProtKB	A0A059PXT9	A0A059PXT9	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008332|InterPro:IPR036631	9606	InterPro		P
UniProtKB	A0A059PXU1	MGMT	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036631	9606	InterPro		P
UniProtKB	A0A067XLH7	ATRX	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A067XLH7	ATRX	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A068A230	ATRX	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A068A230	ATRX	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A068BC92	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BC92	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BCC2	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BCC2	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BDS2	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BDS2	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BDV0	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR031099|UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A068BDV0	BRCA1	involved_in	GO:0006974	DNA damage response	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR031099|UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A068BEX2	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015187|InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BEX2	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BFU2	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BFU2	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BFU7	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BFU7	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BFY4	BRCA2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015187|InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A068BFY4	BRCA2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015525	9606	InterPro		P
UniProtKB	A0A075B7B4	IKBKE	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A075B7D2	BABAM2	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	A0A075B7D2	BABAM2	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001478814	9606	UniProt		P
UniProtKB	A0A075B7D2	BABAM2	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A075B7D2	BABAM2	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001478814	9606	UniProt		P
UniProtKB	A0A087WTM4	CHD1L	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031053	9606	InterPro		P
UniProtKB	A0A087WTZ8	NSMCE2	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026846	9606	InterPro		P
UniProtKB	A0A087WUH9	PLK2	involved_in	GO:0030330	DNA damage response, signal transduction by p53 class mediator	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00093717	9606	UniProt		P
UniProtKB	A0A087WUW6	IKBKG	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	A0A087WV11	TMEM120A	located_in	GO:0005637	nuclear inner membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0179	9606	UniProt		C
UniProtKB	A0A087WVL8	FMR1	involved_in	GO:0006974	DNA damage response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
